airline_sentiment,text
negative,@united lost 4 loyal customers and mileage plus card holders. We could have driven to Florida from Pa quicker both ways! Worst trip ever!
negative,@united they let us board again but will we fly this time? Who knows! #shouldhaveflowndelta
negative,@united apparently sleeping in B terminal wasn't the worst situation. Someone told other UA passengers they had to sleep at baggage claim.
negative,@united why don't you de-ice while the plane sits there with no one in it for 2 hours ?? Or we could just delay :/
negative,@united fuck you for not caring 😢
negative,"@united its been five days, I'm just asking you to clarify your policy on car seats. I don't want to have to take this higher up."
positive,Very quick! TY. @united: @auciello I am sorry to hear this. Can you please follow and DM me the details of what transpired? ^JH
negative,@united if you lost my belongings then BE HONEST!
negative,@united Back at the Denver airport and ready for round two today. Ready to get home!
negative,@united  of course this morning I see a non-stop from IAH to SFO but that was not available yesterday. #UnitedHatesUsAll
negative,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!
negative,@united @delta lost my luggage from ATL to  hdn luggage in denver and said @united will deliver my luggage to HDN airport claim# hdndl11785
negative,@united If United loses your baggage they will get it to the airport in the country your in and then it disappears!
negative,"@united Thank you for wasting my time &amp; money. Not only will I now arrive 5 hours Late Flight to my destination, but..."
negative,@United DO NOT FLY UNITED WITH CHECKED BAGGAGE! It will never find you!
negative,@United why can't you have an English/Spanish rep call me so we can locate my bag and resolve this issue?
negative,@united why would you overnight my bag Wed to an unknown location with a courier company you apparently can't contact!
negative,"@united Hey, thanks again for helping me miss my buddies 30th bday, you guys are really a trashy company #shouldhaveflowndelta #unitedsucks"
negative,@united I have never been more frustrated than my conversations with United who can't speak Spanish to the courier company that has my bag!
negative,@united I have never been mislead by a company as many times as I have this week by United Airlines!
negative,@united I would never fly United Airlines again!
negative,@united I am still in the airport waiting for my flight.
negative,@united your airline has been telling me that my luggage is one hour away from my destination for 5 days!
negative,@united now there is no one to operate the ramp to let us out of the plane in IAH...wow..just wow
positive,@united just did! Thank you!
positive,@united thank you!
negative,"@united Cancelled Flights your flight then sends you an email saying ""think about your next flight..."" #customer #outrage http://t.co/KkwiwI97A4"
negative,"@united did your super computer 💩 ots pants? Lots of cranky people in line at CMH reFlight Booking Problems, delaying check-ins of on-time, direct flyers"
negative,@united - you rebooked me to UA1764 after UA 3883 was Cancelled Flightled. I paid for first class ticket - but new seat is 38E. Can you please fix!
negative,@united is your check-in system down? I'm having trouble checking in for a flight that departs in less than 24 hrs.
negative,"@united, fuck you and your closed premier access lines at ORD. Probably gonna miss my flight...Start treating your customers better."
negative,@united Good luck with the no-enertainment-on-6-hour-flights strategy. Innovation at work. Hello @jetblue http://t.co/HI76BOavXY
negative,@united no HUMAN contact for 2 mths from @AmericanAir cust relations or refund dept. If ever a problem do u have humans I can talk to?
negative,@united you would think you would clean your ramps. Our jet is stuck in the snow in Newark. This would never happen with @Delta
negative,"@united I would understand if weather was the issue, but bc of airline maintenance I had to sleep on an airport floor and lose an entire day"
positive,@united I am - thank you!
negative,@united flight 403 is delayed 40 min bc a missing screw and were in danger of missing flight 6491
negative,@united @wamo66 after 2 hours and 20 minutes most of which I was on hold I was able to get the Cancelled Flightled flight changed to Delta.
negative,"@united no, ua 6 finally Cancelled Flighted after hrs of delay. The replacement flight leaves Late FlightR than this one was scheduled tomorrow. Not cool."
negative,@united overbooked by FIFTY people?!? the worst.
negative,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.
negative,@united I would like to know what is the easiest way to get a refund.
negative,"@united help me, united! I paid for economy plus on a flight that was changed BC of delay. Will I be automatically refunded?"
negative,@united The engineer that designed the 787 door frame to extend half a foot into the plane for seat 27A should be forced to always sit here
negative,"@united your service need work - check out this Bush airport ""customer service line"" last nt #unitedagainstunited http://t.co/g00sAozgtv"
negative,"@united you realize you've said this already. At least last time you asked if I needed ""help"""
negative,@united Thanks.    This one was delayed an hour and a half prior to scheduled departure.
negative,"@united Also, your phone customer service is almost useless. http://t.co/Mb3bJwGOAp"
negative,@united lost bag on next flight. Didn't have time to load during the 5 hour delay?Consequence from platinum to gold
negative,"@united A day Late Flightr, one delayed &amp; one Cancelled Flightled flight, I'm at a gate with no seat assign. Lots of standby ppl also waiting."
negative,@united can you not get the first flight of the day off the ground on time?   #1531.  Let's go.......
positive,@united thank you for flying me out of the mess at IAD and out to San Diego. http://t.co/tlPBaupIk5
negative,@united What does delayed due to Customer Service mean for UA761?
negative,@united wifi wasn't working onboard.Alerted attendant re socket.You sent me to a hotel for 24 hours with 7$ Vouchers??no wifi at hotel
negative,@united flight #1 no luck on #standby
negative,"@united I'm not sure it will have ""next time""..."
negative,@united now the weight restriction? 'We'll try to get as many of you as we can on this plane'
positive,"@united Thank you but the person in Houston could only get me a flight routing through Newark, NJ and I'm going to SFO"
negative,@united you a bish
negative,@united Conference begins in 3 hours. Up all night due to delays and still waiting to talk to someone about lost luggage.
negative,@united is 4:30am and I am in the customer service line trying not to scream. #epicfailunited
positive,@united My bag reference ID number is IND43728M. Thanks for looking at it.
positive,@united one lady helping the 12 of us with luggage
negative,@united flighted delayed for hours. 10pm arrival to Vegas is now 4am. Did you seriously lose my luggage???
positive,@united met with agent. All taken care of. Thx for reply
positive,@united @suntoshi I still like you united airlines
negative,"@united 2100$ ticket,12h biz trvl,no wifi.Missed con flt,next one#24h,missed meeting,7$ food voucher,hotel chkout#12,flt#5,no wifi#hotel"
negative,"@united still missing my luggage, was promised someone would call, no call so far, flight from Shanghai to DC with connecting flight in ORD"
negative,@united you Cancelled Flightled my flight without notification?
negative,"@united since I have an international connection at 9am, I'm hoping for the same thing!"
negative,@united it is too Late Flight for reFlight Booking Problems now - it is morning already and I no longer need a hotel room
negative,@united  once again your customer service at the providence airport was horrible. Do you actually care about customers or just making money?
negative,@united you have Cancelled Flightled my flight UA922 for aircrft maintenance. I'm delayed 10 hours now. What's my refund options?
negative,@united where is my bag?? I'm in Mexico about to go build a house &amp; my suitcase never got on my flight from CLE w me. I need it. SAN68059M
negative,@united I know that. Thanks for the standard reply.
negative,@united you told me you changed my flight and im in the ottawa airport and AC cant find my reservation! Whats wrong with you
negative,@united This has been the WORST flight experience I've ever had. Thank you for ending my vacation on such a bad note.
positive,@united thanks for the epic service on 863- always a pleasure- outstanding crew http://t.co/trqlpeinzW
negative,"@united hey, it's 4am, guess what I'm doing? Not sleeping! Why? Cause you care so little about your customers you let them sleep in airports"
negative,@united no my concerns were not addressed
negative,@united DUH and done. bag whereabouts unknown. Greeeaat
negative,"@united thanks for letting me sleep at DIA to ensure you ruin as much of my vacation as possible. Wait, no, fuck you. #unitedairlinessucks"
negative,"@united oh, I'll be sharing alright. Especially about sleeping in this shitty airport and getting 1hr of sleep all night because UA."
negative,@united @MaxAbrahms *if* he needs assistance? Do you expect him to go on a Scooby Doo tour of terminals until he finds his stuff?
negative,Thanks @united for writing back. To assist you can return the bag you lost &amp; clean up the feces sprinkled in your bathroom. Too much to ask?
negative,@united you hung up on me again.
negative,"@united your ""customer service"" team in manilla is absolute shit. I can't even get a supervisor without being out back on hold?!"
negative,@united it's disgusting and unconscionable the treatment I've received tonight.
negative,@united of course I would like hepl! Are you kidding me? That's the ONLY reason I've been on hold for the past 5 hours!
negative,@united @ThisIsCoach Every time my united flight got delayed. this is a big frustration.
negative,@united you've got to be kidding me. I still haven't talked to a human and your robotweeting me?! And asking for a follow????
negative,".@united I wouldn't describe feces sprinkled in your bathroom as an inconvenience. To help, you might find my baggage you lost &amp; return it."
negative,@united and the fact that we were treated disrespectfully and lied to by members of your airline that claims to strive for the best
negative,"@united is that all that matters, not the fact that we're at a different destination, we were put through a tremendous amount of stress,"
negative,@united 1k member broken seat back broken tv broken light lost bag  gee thnx. UA922 awesome job
negative,@united absolutely disgusting the way you treat your customers. Isn't there anyone actively monitoring your Cust serve? This is  unreal!!
negative,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.
negative,@united averaging 200 minute wait times tonight or what? I've gotten no help from you tonight.
negative,@united thanks for nothing. Really?!? 60 minute wait times when I've had to call back 4x. That's 240minute wait times.
negative,@united you're customer service is unbelievably bad. Abysmal. I've been on the phone for well over 2hrs tonight. Hung up on by yr ppl 3x.
negative,@united you can read the full story when I submit a case to your team about the pilot of flight 6232 and why we are sleeping in DIA
negative,@united an inconvenience is a weather delay. Your pilot deciding to waste enough time so the FAA wouldn't let him fly is negligence.
negative,@united I bought a ticket with a price that was published by mistake and now I got an email that indicates United Cancelled Flightled my ticket! Why?
negative,@united new 737 plane; wifi: not working. Entertainment: non existent. New Seats: seriously uncomfortable. Really? #unitedfail UA1550
negative,@united - you sure missed the mark on tonight's redeye from LAX to Chicago. What a mess! You can do better!
negative,@united after 443min of avoidable non-weather delays that #Appreciation link better be giving out #GoldenTickets
negative,@united where is our luggage
negative,@united we just left @flySFO (delayed). http://t.co/XzBAjMiekx
negative,@united screws up again...to be expected! NEVER AGAIN!
negative,@united why don't you allow families with small children to board first anymore? Our next flight will be on another airline...
positive,@united Life goal: complete ✔️
negative,@united flight Cancelled Flightled to Denver service agent offered me a non jet salt lake to Denver or red eye out of Atlanta then hung up on me.
negative,"@united That's called throwing ""loyalty"" out the window and trying to give less awards."
negative,"@united your unhelpful team? Sure I did. I'm in Bangkok, my bag in Chicago. Are u going to pay for my accommodation s until my bag arrives??"
negative,"@united I'd hardly call going from 10,000 miles to 1,000+ miles a ticket cutting edge. About 1/10 the perk?"
negative,@united that's not an apology. Say it.
positive,@united Just sent a DM. Thank you for the acknowledgment.
negative,@united been on hold for almost two hours trying to talk to someone about a Cancelled Flighted flight tomorrow morning. What do you suggest?
negative,@united no apology? Cool.
negative,"@united you ask a lot of customers who  you routinely screw over. You know that, right?"
negative,@united I'm a first time solo female traveller and it's pretty scary being in a foreign place not knowing where your belongings are...
negative,"@united I am. Who knows where my bags are. Do I just wait around and hope they arrive? No one has answers, I have plans and no answers...."
negative,@united somehow I knew that you'd wait until I was airborne to respond. #hacks #jokers #neveragain.
negative,@united Missing flight attendant = Delayed Flight. Prime example how 1 person impacts 100's of people. HNL -&gt; IAH (UA252) #wastedtime
negative,@united has me stranded in Texas and then hangs up on me when I'm trying to figure out how to get home. Cool.
negative,@united we have tried to change our flight THREE times on the phone and got disconnected each time.
negative,"@united poor showing today, no assistance to passengers who mis connected due to maintenance and waiting for baggage"
negative,"@united has been showing the same tone deaf video for all these years about how ""wifi is coming!"" Hah.Not before I leave. @VirginAmerica ftw"
negative,"@united more people stranded cause you suck. Better yet, you weasel out of Flight Booking Problems rooms for people claiming weather http://t.co/Flcnnn2USD"
negative,@united look at all the delta flights that landed while your pilots claimed they couldn't fly 6232 to JAC. http://t.co/6Kp4m0R1f7
positive,@united thank you! Much appreciation for your help.
negative,"@united Been sitting on flight 435 for an hour after landing in Newark. First no gate, then no jetway operator. Seriously!?"
negative,@united worst customer service experience ever. 40 minutes to get the jetway to the plane at EWR tonight. Flight 354   Disappointed
negative,@united - not only 2 hour delay - double booked seat nit parked at wrong gate - incompetence at its finest - been waiting  for over 1 hr
negative,@united look at the people tryn to sleep in the airport due to your shitty company not comping rooms after cxl flight http://t.co/o1u96Xc3bo
negative,"@United - routing a person from Houston to Newark, NJ  and then to SFO is not acceptable."
negative,"@united Freakin"""
negative,@united Suck
negative,@united 25 minute hold is 1 hr. 25 min. @ABC11_WTVD
negative,@united 20 yrs of flying Continental/united exclusively I get why everyone hates you - fl1289sfo/EWR #getmeoffrhisFUCKINplane
negative,@united I'm still trying to get things worked out and you have yet to respond back.
negative,"@united screwed up our reservation- they assigned a new # to just one of us &amp; when they changed our flight, only changed the original #."
negative,@united 25 min hold has now progressed to over an hour...919-675-0985
negative,@united YOU SUCK!
negative,"@united yo, you need a new website really badly. This day and age..."
negative,@united how can u not have gate ready or gate agent for going on hour two
negative,@united just DM'd
negative,@united had a different fiasco on my outward trip and was rebooked on to qantas lax-Syd. No FF miles show up in my account for that :(
negative,@united it would be great to get a callback from the agent that disconnected me trying to put me on hold after waiting to connectfor 60+min
negative,"@united not a good day to fly u, two delayed flights still on plane at Ewr waiting over 1,5 hours for gate get to gate no gate agent."
negative,"@united my luggage is set to go to DCA however, I am rerouted to Dulles. Currently in NOLO however bags are in Houston. Can you fix this?"
negative,@united I'm extremely disappointed w my service for this trip as a #United #MileagePlus Explorer Card holder.
negative,@united I hope your corporate office is ready to deal with the rage created by your shitty service and bullshit pilots. #UnitedAirlinesSucks
positive,@united such a relaxing space for a drink before my flight! (at @United Global First Lounge) https://t.co/j4cj0lrF2d http://t.co/dTLGUQ1kAk
negative,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou
negative,@united sadly this wasnt just due to mother nature investigate this incident and your employees at sfo. Terrible customer experience
negative,@united flight ua90 is taking off now after 1750 was delayed over 4 hrs 30 passengers to miss their flight to tel aviv
negative,@united 30 of us on flight 1750 trying to get to tel aviv that is trying to take off right now with out us so cruel. Next flight is 350pm
negative,"@united considering I'm now stuck in Newark with virtually sleep in 30+ hours, I doubt it :/ hope car rentals are available"
positive,@united What a really GREAT &amp; FLATTERING story about you! You should be very proud :) http://t.co/7br5t5QCXk (via @ParachuteGuy)
negative,@united Airline SUCKS! Customer Service SUCKS! NO courtesy! Incompetent - passengers do NOT matter- Bet the CEO is just doing fine though!
negative,@united do you expect to Cancelled Flight flights out of @DENAirport tomorrow morning given the storm?
negative,@United also ran out of water and refused service #costumerservice #legit #jk
negative,@United Can you increase the legroom? : How airlines compare http://t.co/diUfep8n2q via @CNNMoney
negative,"@united on a 4 seg flt yvr to zurich, why would you credit all miles and but only 2 segs on full fare?"
negative,@united 6377 and now they sent our green tagged bags to the luggage carousel. It's been one mess up after another. Bad day @united
negative,@united the lounge tells us they have no pillows for my grandma as one of the ladies opens the closet and I see 2 right there. #unitedlies
negative,@united the drunk guy you threw out of flight UA936 4hrs ago is better off than the rest of us held up for 5hrs in the plane without food.
negative,"@united sitting in Denver airport waiting for a plane to be refueled. For an hour and a half! Hurry the fuck up United, you fucking retards"
negative,@united I'm rebooked on a flight tomorrow even though I had 1st class seat orig I have a lousy coach seat
negative,@united well this one missed the mark.  She was in a snit from the minute I stepped up to the counter
negative,@united who compensates is for the delays caused by the fact that you don't have enough flight attendants?? http://t.co/96apr35qan
negative,@united we've been seating for 5hrs inside flight UA936 at #IAD delayed. We've only been offered water &amp; cookies in business class. #failed
negative,@united please get me off this plane #UA57
negative,@united have since dropped to 2 layovers but still not acceptable.
negative,@united our 1 layover itinerary was swapped for a 3 layover itinerary - really?!?
negative,"@united your app says flight UA936 to #ZRH departed 2:45hrs Late Flight, but 5 hours Late Flightr we are still seating inside the plane in #IAD.  #failed"
negative,@united not completely.  Our flight was changed in July but we never received notification.
negative,@united Wife and I have two new destinations and I'm stuck in DC until Monday with no bags
negative,@united no I don't. Spoke with baggage contact at 1-800 number. Said they will try to get bags to stay at IAD for pick up tmrw
negative,@united can you make sure I’m on the upgrade list for 2/23 EWR-PDX using my GPU priority? Got a weird email about it.
positive,@united so is that two seats avail so far for us.
negative,@united has once again earned a place as the worst airline in the business
negative,"@united when I read it say ' in some cases' can you please define this for me, when for example would it not be the case?"
negative,@united I'm trying your WiFi on UA1616. But sorry it really slow. Even #Spotify lagging and that isn't a hard stream.
negative,"@united Not until tomorrow night. And the hotel voucher had higher rate than travelocity Not loving cost, but hard working staff"
negative,"@united flight UA1459 sitting at newark waiting for a gate, seriously??? #threehoursLate Flight"
negative,@united why don't you ever print my known #traveler number on my ticket? Because of this I never get to use the #TSA prescreen I paid for
negative,"@united boarding was decent, 3 useless agents that don't speak English (after 2.5hrs of hold) 6hrs of mech delay not so much"
negative,@united flight was Cancelled Flighted after the last opportunity to rebook us on other flights this evening passed.
negative,@united boarding a #plane would be much faster if you boarded back to front instead of front to back #MakesSense #efficiency #travel #flying
negative,"@united it's 9:56, and the desk attendant stated we would ""sit awhile"" until given the all clear. Lack of communication seems to the norm."
negative,@united had been suffering immensely ever since this merge .. Hopefully I'll never have to fly @united ever again ..
negative,@united I'd really like to get off of this plane now.
negative,@united possibly the worst airlineGave them three chances Second time in 2 weeks a flight has been delayed and or Cancelled Flightled due to mechanics
negative,@united cabin pressurization issues are pretty serious. Flight 1109 landed in Washington because of it. My head is pounding.
negative,@united Sandra at ur international checkin counter was rude and offensive.  She commented she didn't care if I complained cuz she had 25yrs
negative,@united My contact stuff is in the bag and I'm legally blind. This is so messed up.
negative,@united Did I mention that I was ON THE PLANE so is my luggage. My luggage that I'm not going to have for how many days.
negative,@united 3 times I've called customer services each at least 40 mins... Each time cut off by your operators... Why can't you call me back!
negative,@united Tell me that you're at least going to cover a room and get me out of here.
negative,@united OMG!!! you just bumped me off the last flight. Can this get any worse.
negative,@united Which just speaks to basically the worst designed web system ever.
negative,"@united Yeah, I tried that about 10 times for two different tickets, and it told me to ""Try again Late Flightr""."
negative,@united please fire the captain of flight 6232 today. He single handedly ruined every passengers day by being a piece of shit. #unitedsucks
negative,@united what exactly do you hang on this hook? http://t.co/ZHxOk07Aqa
negative,"@United - flight Cancelled Flightled. 4 hrs at airport to book a new one for $95. Just got two invoices for the flight, each for approx $300. Really?!"
negative,@united why do you hire POS pilots? Thanks for ruining my trip and not allowing me to see my buddy as he turns 30. #unitedsucksdick
negative,.@united Your airline is again rated the WORST in America so you've got your work cut out for you. It's bc you treat customers like garbage.
negative,@united Pay for my hotel.... I'm a broke student #help
negative,@united all 4 of us are on standby in Houston tomorrow for flights to Calgary. If you could get us on one or two of those that would help
negative,@united what a nightmare!!  Both sides of my flights are a disaster!  At Houston getting attitude cuz I was sent to ticket counter
negative,@united you're terrible.
negative,@united it was eventually explained that weather conditions too extreme to get luggage off planes. Will be sent on. But I won't be for days!
negative,@united Anyone there? Did you read my DM?
positive,@united 732 from Denver. We just boarded! Fingers crossed we get into the air!!!
negative,"@united EWR TO MCO made unplanned landing because of pressurization failure. Worst pain I've EVER felt, I thought I was going to pass out"
negative,@united How does that make a flight takeoff on time? And regardless it makes me Late Flight because now I have to wait for my bag at baggage claim.
negative,@united it's been over 3 hours...at what point do you let people off of the plane? @FoxNews @CNN @msnbc
negative,@united trying to get a customer service agent.  Just landed in SFO.  Can't fly with 3 layovers with 3 kids!!
negative,@united nope I gave up - maybe they'll deliver it
positive,@united Thanks for the upgrade- please try to get my company to approve more business class travel.
negative,@united more and more delays! No CS help at all! No notifications!
negative,@united and waiting
negative,@united hoping there is a spare a/c for 1171 tomorrow!  Have a ship to board!  The sched aircraft is delayed from previous flts.
positive,@united Hubby made it by the skin of his teeth!   :)
negative,@united the incompetence is truly stunning at this point. 4 hours on a plane for a 1.75 hour nonstop flight.
negative,"@united 1st u delay my flight for mechanical failure,then 2 hrs on the runway, &amp; 13 hrs Late Flightr I'm still here with a lost bag &amp; no resolution"
negative,@united is the worst
negative,@united still waiting
negative,"@united thanks for the reply. To clarify, the airfare is similar to your likely intended peer group. The $3 beer charge, however, is not"
negative,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH"
negative,@united &amp; finally he was told he couldnt use the front of plane restrm (he was row7) though myself/others in rows behind him used w/no issue
negative,"@united #customerservice at @Dulles_Airport could not be worse. I get the bad weather, but this is awful."
negative,"@united instead of be told when we board, we have to wait for the emails telling us about the delays."
negative,"@united Additionally, my husband paid for tv service &amp; it stopped working about halfway through the flight."
negative,"@united unfortunately, they didn't. I asked the staff if they could help. they said we should ask ppl in our row to switch, but no one would"
negative,@united your baggage person told me to go through @AirCanada - they're handling my connecting flight.
negative,@united I sent a PM over two weeks ago and have heard nothing!  #horribleservice #unitedsucks
negative,"@united Well, to the degree that he could... Just to know, after this experience I'm Cancelled Flighting my miles card. Thank god for @Delta"
positive,@united thank you! Excited to be working with you guys!
negative,@united And yet we still haven't left yet and I can't watch my pre-paid DirectTV. #firstworldproblems
negative,@united yr team have me on hold for over an hour unhelpful Pls can you answer my question.
negative,.@united Let us know when you find everyone's luggage. Thanks. #UnitedAirlines
negative,@united Nope! I'm on UA 174 that was supposed to leave at 6:47 but are still at the gate. Apparently we are about to pull back and de-ice.
negative,"@united Still do not have my bag, it's in the CLT airport. Was originally told I would have it by 2pm."
negative,@united just texted me to say flight is delayed due to air traffic control. BS! They pulled the plane in Late Flight #lies
negative,@united 6 minutes to boarding at b12 in Ord. No sign of gate agent. A little help?
negative,@united website says my flight is on time. It leaves in 15 min and nobody has boarded yet. #pathetic #needtobehonest
negative,@united From the air: Another missed cnxn 2day. ATC went on strike in Belize this AM. Now family &amp; I miss cnxn in EWR. Please see my DMs.
negative,@united we are the airline that has Cancelled Flightled flights TOMORROW to the NYC area
negative,@united having to pay for a hotel room in Cleveland because of last minute Cancelled Flightled connecting flight. Booked through united..Unimpressed!
negative,@united I was on UA3782 and it was Cancelled Flightled. I'm waiting at customer service.
negative,@united Flight has been delayed for another hour so only have 24 mins to transit at LAX... Extremely unlikely I will make it!
negative,@united 4595. We are now going back to the gate b/c of something overheating after sitting out here for 3+ hours.Love United but this stinks
negative,@united congratulations united. Fail again. Sky at a gate with a plane full of people waiting on 2. Weather gets worse now we can't leave.
negative,"@united thank you for leaving my bag in houston! despite what your system says, i was definitely on the flight!"
negative,@united how come a $27 shuttle bus from LGA to EWR has electrical power outlets but our new Airbus interiors do not? #whyjeff?
negative,Reply to @united - Doesn't do any good to check outlets preflight when moved to different equipment after boarding due to malfunction.
negative,@united 15-hr flight w/broken #Dreamliner media system. Witness #mental #breakdown as we bounce off walls. Remind me why I'm 1K.
negative,@united I was rebooked thru SFO but arrive 9 hours Late Flight and miss activities. I asked to fly today with stop over. Was told I'd have to pay.
negative,@united never again.
positive,@united tonight you made this Fred Flintstone happy with an upgrade to 1st class. http://t.co/gKgKZLAwpR
negative,@united is trying to strand us in Houston until tomorrow morning. pretty sure overFlight Booking Problems and maintenance aren't our fault.
negative,@united  your costumer service today in the Providence airport was sucked. Recommend your airline learn to check the weather and be honest
negative,@united fire yr rep who refused to put me on a flight that I had a boarding pass and seat on. Full explanation and her name in complaint.
positive,@united that's great! pls let me know when u start!
negative,"@united God damn fucking crew won't be here till 6:40, so you've known for over an hour and a half the flight time was bullshit."
negative,@united you really do have a culture problem. Everyone I tried to work with blamed someone else or told me how they're short staffed
negative,@united sucks.
negative,@united I can understand that but to not have another plane available when there is a full day till departure is unacceptable. Phoenix?
negative,@united is honestly RUINING MY FUCKING LIFE RIGHT NOW. NEVER AGAIN!!!!!!!!!!!!!!!!!!!!!!!!!!!
negative,@united Flight Cancelled Flightled to BDL and stranded @Dulles_Airport. Waiting almost 2hrs at customer service. Shout out to diligent agents.
positive,@united thanks ... not sure arranged move to the earlier flight but I'm at the gate with a seat assignment.  Super nice agent at gate C4 ORD
negative,@united quality work going on here. http://t.co/9xbO5daKaK
negative,@united No customer service rep could confirm where my bag was &amp; each gave me different info. Ruined 2 events I had today. #disappointed
negative,@united We've let you know how to help the millions of customers you've treated like garbage. It's no coincidence ur ranked WORST airline.
negative,"@united yes, after landing at 930pm last night. Spoke to 10 baggage claim customer service reps. Finally spoke to one amazing ticket agent."
negative,@united Charging $6500 for biz flight to UK = somewhat egregious. Charging $3 on top for a Sam Adams draft at the United Club is usurious.
positive,@united I see. Thanks for explaining.
negative,@united Your social listening capabilities are awful if this is the reply for the context in which you were mentioned @stevelord212
negative,@united If you follow me I will DM you my phone # which you can call.
positive,"@united After an hour+ wait, my issue is resolved. I did contact customer service to comment on the wait time. Thanks for contacting me."
positive,"@united Yes, they did. Must have fixed the broken ramp. Thanks!"
negative,@united Flight:UA1750 is basically a prison on the runway @ SFO 6delays 4hrs of sitting no water no answers. reminded y I hate this airline
positive,@united thanks
negative,@united says @USAirways  is the final carrier . Us air doesnt have it. I want my bag!!! Not a claim not an im  sorry. I want my clothes!!
negative,@united seriously? 2-4 hrs to get bags from IAD intl arvls to carousel 2 for custs w/Cancelled Flightled connects? I understand irrops but ridiculous!
negative,@united most terrible flight experience happening to everyone right now on Flight:UA1750 6 delays 4 hrs total missed all my flights now thnx
negative,@united @USAirways @AmericanAir @americanone one of you has my bag! Claim 4016688561 and i want it in MGA!!!! Now!!!
negative,@united you have failed so uncontrollably today that it's beyond repair. I'm beyond livid with your absolute disregard to operations.
negative,@united A friend traveled via UA1470 today and never got their luggage. What recourse does the person have? Buy clothes and get reimbursed?
negative,@united I keep getting kicked to an error message when trying to purchase a flight on http://t.co/p3N2w8JfpS. Have tried at least 4x.
negative,@united you have a culture issue
negative,@united rep wouldn't rebook. This is such a waste of time and poor communication
negative,@united my flight is Late Flight due to mechanical issues 3 of 4 flights in past 10 days!
negative,@united employees almost seem happy when delivery terrible customer service.
negative,@united its 2015. How can my flight from a major city already be Cancelled Flightled 24 hours before departure due to weather??  Backup planes??
positive,@united Kurt and the crew on UA1745 were amazing today. They made my son's birthday with their kindness. Hope to fly with them again soon!
negative,"@united Been on hold on the phone for well over half an hour, waiting to make a reservation change I *wanted* to make online. Help!"
negative,"@united 2/2 Instead, had to wait on plane from Ottawa that never came. Now I'm back home and have to try again tomorrow. Suitcase still lost"
negative,@united i'm glad u can solve the prob. But my experience remains - will not fly again on #United
negative,@united u Cancelled Flighted my flight from IAD to JAX. Was supposed to use plane from BNA but u used that plane for another destination instead. 1/2
negative,"@United appreciate the early arrival of UA1002, but any chance ORD will ever bring the bags out?"
negative,@united A broken luggage and a mild case of food poisoning from UA5 LHR-IAH. Who can I email about this?
negative,@united just filled it out. Hope someone responds before we book our next trip.
negative,@united friends been sitting in Houston since 7am flight Cancelled Flighted.Still don't have any answers. #BadCustomerService  #$10voucherwhatajoke
negative,@united meant changed planes - i hate seating over wing if u wanted I would have booked it - u will get formal complaint
negative,@united u guys did it again changed ages and double booked seats so I had to I've even though I have platinum and the other person none
negative,@united haven’t before and haven’t this time &amp; have checked spam/junk mail just in case—nothing
negative,@united sloppy stuff you don't see anymore - united has raised my expectations - this team was poor
negative,@united how long does it take to get a response from your customer service about a complaint done through email?
negative,"@united no bag tagging, led to many people backing up the aisle to front with bags"
negative,"@united cabin crew were huge offenders, stood as a conversational cluster blocking exiting passengers"
negative,@united allowing passengers on my flight to block exit of plane
negative,@united no wheelchairs
negative,"@united no commitment to a good turnaround, an operations mgr would have counted a dozen small issues with individual performance"
negative,@united the nightmare continues... http://t.co/TsvgbrL15f
negative,@united this team added 30 mins on turnaround
positive,"@united as a million miler with UA, and flying almost every week I observe gate and flight crews committed to good operations"
negative,@united call wait times are over 20 minutes and airport wait times are longer
positive,"@united thanks, we did."
negative,"@united yes, I've been waiting for four hours and no one has been able to help me."
positive,@united thank you for compensating us for our 4 lost bags. We will fly with you again! #UnitedAirlines
negative,@united we are sitting on the runway for 2 hours! It is ridiculous!!
negative,"@united, no, your service here pretty much ruined my day, but thanks for the weak attempt"
negative,"@united what, you forgot to tell them the flight was coming... Thanks for allowing me to miss my connection"
negative,"@united Such as deodorant, shampoo, toothpaste. Seems like that would be limited to 70oz, correct?"
negative,@united Why was I forced to check my rollaboard on UA 715? Plenty of room in the overhead next to my seat. http://t.co/5xvNnmLTiW
negative,@united please don't take my membership away :(
negative,"@united. Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights, after lots of planning."
negative,"@united has me #stranded (weather NOT to blame). 1hr+ hold to speak to an agent that doesn't understand the concept of time zones, thanks!"
negative,@united but your system gave my seat away.now I'm 27L Economy! Not Econ + seat. How did you give my plus seat away?
positive,@united I JUST ASKED MY BOYFRIEND TO PROM OVER THE LOUDSPEAKER ON FLIGHT 494 HE SAID YES!!!! BEST DAY EVER!!! THANK U SO MUCH!!!!!!
negative,"@united yep—used that twice; no case id numbers assigned; just tried it again-get screen that says, “thank you for submitting your request”"
negative,@united please. You moved my seats and lost my upgrade. I had seat 20L. I have a ticket in my hand for 20L
